# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 75289 b,Confirmed,0.47,,,0.47,,,1.03,,,3.50928,7.2946e-05,7.2946e-05,0.046,,,0.0211,0.0217,0.0211,,,,0.001589,1999,2015-02-24,136.3,73.9,73.9,2452593.9,0.48,0.48,,,,,,,,,,,,,,,,,,,54.84,1.87,1.87,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 75289,131.9166667,-41.7366667,6.35,,,,,28.94,,,0.29,,,1.05,,,1.25,,,G0 V,4.96,,,6120.0,45.0,45.0,,,
HD 75784 b,Confirmed,1.15,0.3,0.3,1.15,0.3,0.3,,,,341.7,6.1,6.1,1.073,0.013,0.013,0.13,0.1,0.1,,,,,2014,2016-08-07,,,,,,,,,,,,,,,,,,,,,,,,,26.7,6.6,6.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HD 75784,133.099755675,13.2334359492,7.84,,,,,68.7,6.2,6.2,0.25,0.03,0.03,1.41,0.08,0.08,3.3,0.3,0.3,K3 IV,4.0,0.7,0.7,4917.0,44.0,44.0,,,
HD 75784 c,Confirmed,5.6,1.2,1.2,5.6,1.2,1.2,,,,5040.0,3414.0,3414.0,6.5,2.0,2.0,0.36,0.16,0.16,,,,,2015,2016-08-22,,,,,,,,,,,,,,,,,,,,,,,,,57.0,11.0,11.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HD 75784,133.099755675,13.2334359492,7.84,,,,,68.7,6.2,6.2,0.25,0.03,0.03,1.41,0.08,0.08,3.3,0.3,0.3,K3 IV,4.0,0.7,0.7,4917.0,44.0,44.0,,,
HD 75898 b,Confirmed,2.51,,,2.51,,,,,,418.2,5.7,5.7,1.19,,,0.1,0.05,0.05,,,,0.014768,2007,2009-10-06,263.7,30.0,30.0,12907.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Radial Velocity,,,,,HD 75898,133.4625,33.0569444,8.04,,,,,80.58,,,0.27,0.05,0.05,1.28,0.13,0.13,1.6,0.18,0.18,G0,3.8,0.8,0.8,6021.0,50.0,50.0,,,
HD 76700 b,Confirmed,0.23,,,0.23,,,0.99,,,3.97101,0.000203,0.000203,0.049,0.004,0.004,0.0616,0.0426,0.0587,,,,0.000821,2002,2015-02-25,12.3,54.3,54.3,2452659.1,,,,,,,,,,,,,,,,,,1219.9,0.1,0.1,27.24,1.31,1.31,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 76700,133.4791667,-66.8008333,8.13,,,,,59.7,,,0.14,,,1.0,0.05,0.05,1.33,,,G6 V,4.51,,,5726.0,28.0,28.0,,,
HD 76920 b,Confirmed,3.93,0.15,0.15,3.93,0.15,0.15,,,,415.4,0.2,0.2,1.149,0.017,0.017,0.856,0.009,0.009,,,,,2017,2017-11-21,352.9,1.1,1.9,2454867.07428,,,,,,,,,,,,,,,,,,,,,186.8,7.0,7.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 76920,133.820833339,-67.265555573,7.8,,,,,184.8,7.5,7.5,-0.11,0.1,0.1,1.17,0.2,0.2,7.47,0.6,0.6,K1III,7.1,,,4698.0,100.0,100.0,,,
HD 77065 b,Confirmed,41.0,2.0,2.0,41.0,2.0,2.0,,,,119.1135,0.0027,0.0027,0.438,0.013,0.013,0.69397,0.00036,0.00036,,,,,2016,2016-02-10,105.972,0.065,0.065,2456881.239,0.006,0.006,,,,,,,,,,,,,,,,,,,2817.1,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 77065,135.195833349,21.453611123,8.8,,,,,31.7,,,-0.51,0.1,0.1,0.75,0.06,0.06,,,,G5,,,,4990.0,100.0,100.0,,,
HD 77338 b,Confirmed,0.5,0.025,0.025,0.5,0.025,0.025,,,,5.7561,0.0015,0.0015,0.0614,0.003,0.003,,,,,,,,2012,2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 77338,135.3,-25.5269,8.63,,,,,40.75,1.76,1.76,0.35,0.06,0.06,0.93,0.05,0.05,0.88,0.04,0.04,K0IV,3.97,4.23,3.0,5370.0,82.0,82.0,,,
HD 7924 b,Confirmed,0.0273,0.0017,0.0017,0.0273,0.0017,0.0017,1.05,,,5.39792,0.00025,0.00025,0.05664,0.00069,0.00069,0.058,0.056,0.04,,,,0.003393,2009,2015-04-29,332.0,71.0,50.0,2454096.65,,,2455586.38,0.086,0.11,,,,,,,,,,,,,,,,3.59,0.2,0.2,826.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,0.1,0.1,-0.15,0.03,0.03,0.832,0.036,0.036,0.78,0.02,0.02,K0V,,,,5177.0,44.0,44.0,,,
HD 7924 c,Confirmed,0.0247,0.0023,0.0023,0.0247,0.0023,0.0023,,,,15.299,0.0033,0.0033,0.1134,0.0014,0.0014,0.098,0.096,0.069,,,,,2015,2015-04-29,,,,,,,2455586.29,0.4,0.47,,,,,,,,,,,,,,,,2.31,0.21,0.21,584.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,0.1,0.1,-0.15,0.03,0.03,0.832,0.036,0.036,0.78,0.02,0.02,K0V,,,,5177.0,44.0,44.0,,,
HD 7924 d,Confirmed,0.0203,0.0025,0.0025,0.0203,0.0025,0.0025,,,,24.451,0.017,0.017,0.1551,0.0019,0.0019,0.21,0.13,0.13,,,,,2015,2015-04-29,119.0,210.0,97.0,,,,2455579.1,1.0,1.0,,,,,,,,,,,,,,,,1.65,0.21,0.21,499.0,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,0.1,0.1,-0.15,0.03,0.03,0.832,0.036,0.036,0.78,0.02,0.02,K0V,,,,5177.0,44.0,44.0,,,
HD 79498 b,Confirmed,1.34,0.07,0.07,1.34,0.07,0.07,,,,1966.0,41.0,41.0,3.13,0.08,0.08,0.59,0.02,0.02,,,,0.063878,2012,2012-02-04,221.0,6.0,6.0,2453210.9,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 79498,138.7875,23.3755556,8.03,,,,,49.0,,,0.24,0.06,0.06,1.06,,,,,,G5,2.7,,,5740.0,100.0,100.0,,,
HD 80606 b,Confirmed,3.94,0.11,0.11,3.94,0.11,0.11,0.921,0.036,0.036,111.43637,0.0009,0.0009,0.449,0.006,0.006,0.93366,0.00043,0.00043,89.285,0.023,0.023,0.007688,2001,2014-08-16,300.651,0.109,0.109,2454424.857,0.05,0.05,,,,2454876.344,0.011,0.011,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,K,HD 80606,140.6541667,50.6036111,8.93,,,,,58.4,15.0,15.0,0.43,0.06,0.06,0.98,0.1,0.1,0.98,0.07,0.07,G5,7.63,,,5645.0,45.0,45.0,,,
HD 81040 b,Confirmed,6.86,0.71,0.71,6.86,0.71,0.71,,,,1001.7,7.0,7.0,1.94,,,0.526,0.042,0.042,,,,0.059582,2005,2010-12-23,81.3,7.2,7.2,2452504.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 81040,140.9458333,20.3644444,7.72,,,,,32.56,1.31,1.31,-0.16,0.06,0.06,0.96,0.04,0.04,0.86,0.04,0.04,G2/G3,4.18,,,5700.0,50.0,50.0,,,
HD 81688 b,Confirmed,1.77,0.2,0.3,1.77,0.2,0.3,,,,184.02,0.18,0.18,0.66,0.05,0.05,0.0,,,,,,0.009177,2008,2016-02-01,,,,2452335.4,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 81688,142.1666667,45.6013889,5.41,,,,,88.26,8.0,8.0,-0.359,0.02,0.02,2.1,,,13.0,,,K0III-IV,,,,4753.0,15.0,15.0,,,
HD 82886 b,Confirmed,1.3,0.1,0.1,1.3,0.1,0.1,,,,705.0,34.0,34.0,1.65,0.06,0.06,0.27,inf,nan,,,,0.0132,2011,2011-09-02,347.0,80.0,80.0,2455200.0,160.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82886,143.9375,34.7808333,7.78,,,,,125.0,12.0,12.0,-0.31,0.03,0.03,1.06,0.074,0.074,4.8,0.1,0.1,G0,7.0,2.0,2.0,5112.0,44.0,44.0,,,
HD 82943 b,Confirmed,14.5,,,4.8,,,,,,442.4,,,1.19,0.0,0.0,0.203,,,19.4,,,0.043336,2003,2013-09-09,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82943,143.7083333,-12.1294444,6.54,,,,,27.46,,,0.32,,,1.18,,,1.12,,,G0,3.08,,,5874.0,,,IR Excess,,
HD 82943 c,Confirmed,14.39,,,4.78,,,,,,219.3,,,0.746,0.0,0.0,0.425,,,19.4,,,0.027167,2003,2013-09-09,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82943,143.7083333,-12.1294444,6.54,,,,,27.46,,,0.32,,,1.18,,,1.12,,,G0,3.08,,,5874.0,,,IR Excess,,
HD 82943 d,Confirmed,0.29,0.031,0.031,0.29,0.031,0.031,,,,1078.0,13.0,13.0,2.145,0.017,0.017,0.0,,,,,,,2013,2013-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 82943,143.7083333,-12.1294444,6.54,,,,,27.46,,,0.32,,,1.18,,,1.12,,,G0,3.08,,,5874.0,,,IR Excess,,
HD 83443 b,Confirmed,0.4,0.034,0.034,0.4,0.034,0.034,1.04,,,2.98572,5.30373e-05,5.30373e-05,0.0406,0.0033,0.0033,0.007,0.0135,0.007,,,,0.000932,2002,2015-02-24,117.3,82.2,82.2,2452248.9,0.82,0.82,,,,,,,,,,,,,,,,,,,56.0,1.05,1.05,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 83443,144.2958333,-43.2719444,8.23,,,,,43.54,,,0.35,,,0.9,,,1.04,,,K0 V,2.94,,,5460.0,100.0,100.0,,,
HD 8535 b,Confirmed,0.68,0.04,0.07,0.68,0.04,0.07,,,,1313.0,28.0,28.0,2.45,0.06,0.06,0.15,0.05,0.05,,,,0.046667,2009,2010-09-08,61.0,43.0,43.0,4537.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 8535,20.9041667,-41.2697222,7.7,,,,,52.5,1.6,1.6,0.02,,,1.13,,,1.19,0.04,0.04,G0V,,,,6136.0,18.0,18.0,,,
HD 85390 b,Confirmed,0.132,0.01,0.01,0.132,0.01,0.01,,,,788.0,25.0,25.0,1.52,0.04,0.04,0.41,0.12,0.12,,,,0.044759,2009,2013-07-04,266.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 85390,147.5083333,-49.7902778,8.54,,,,,33.96,1.0,1.0,-0.07,0.03,0.03,0.76,,,,,,K1V,7.2,,,5186.0,54.0,54.0,,,
HD 85390 c,Confirmed,0.2,0.02,0.02,0.2,0.02,0.02,,,,3700.0,840.0,840.0,4.23,0.09,0.09,0.0,0.07,0.07,,,,,2013,2013-07-04,360.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 85390,147.5083333,-49.7902778,8.54,,,,,33.96,1.0,1.0,-0.07,0.03,0.03,0.76,,,,,,K1V,7.2,,,5186.0,54.0,54.0,,,
HD 85512 b,Confirmed,0.011,0.0016,0.0016,0.011,0.0016,0.0016,,,,58.43,0.13,0.13,0.26,0.005,0.005,0.11,0.1,0.1,,,,0.023318,2011,2011-09-02,178.0,0.58,0.58,2455239.7088868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 85512,147.7791667,-43.5027778,7.67,,,,,11.15,,,-0.33,0.03,0.03,0.69,,,,,,K5V,5.61,0.61,0.61,4715.0,102.0,102.0,,,
HD 8574 b,Confirmed,2.11,,,2.11,,,,,,227.55,0.77,0.77,0.77,,,0.288,0.053,0.053,,,,0.017421,2003,2009-10-08,3.6,10.9,10.9,2451467.5,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 8574,21.3,28.5666667,7.12,,,,,44.2,1.7,1.7,0.05,0.07,0.07,1.17,,,1.37,,,F8,7.13,,,6080.0,50.0,50.0,,,
HD 86081 b,Confirmed,1.5,,,1.5,,,1.08,,,1.99809,0.006778,0.006778,0.039,,,0.0575,0.108,0.0501,,,,0.000429,2006,2015-02-16,332.6,71.5,71.5,2453753.2,0.3,0.3,,,,,,,,,,,,,,,,,,,189.65,12.09,12.09,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 86081,149.025,-3.8083333,8.73,,,,,91.0,,,0.257,0.03,0.03,1.21,0.05,0.05,1.22,0.1,0.1,F8V,6.21,,,6028.0,44.0,44.0,,,
HD 86226 b,Confirmed,1.5,1.0,1.0,1.5,1.0,1.0,,,,1534.0,280.0,280.0,2.6,0.4,0.4,0.73,0.21,0.21,,,,0.061205,2010,2014-08-27,58.0,50.0,50.0,2452240.0,290.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 86226,149.125,-24.0994444,7.93,,,,,42.48,1.53,1.53,-0.04,,,1.02,,,,,,G2V,,,,,,,,,
HD 86264 b,Confirmed,7.0,1.6,1.6,7.0,1.6,1.6,,,,1475.0,55.0,55.0,2.86,0.07,0.07,0.7,0.2,0.2,,,,0.039394,2009,2009-08-13,306.0,10.0,10.0,15172.0,114.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 86264,149.2416667,-15.895,7.42,,,,,72.6,,,0.202,0.04,0.04,1.42,0.05,0.05,1.88,0.12,0.12,F7V,2.24,,,6210.0,44.0,44.0,,,
HD 8673 b,Confirmed,14.2,1.6,1.6,14.2,1.6,1.6,,,,1634.0,17.0,17.0,3.02,0.15,0.15,0.723,0.016,0.016,,,,0.078954,2010,2015-02-26,323.4,3.5,3.5,2454420.5,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 8673,21.5333333,34.5794444,7.57,,,,,38.25,1.2,1.2,0.14,0.05,0.05,1.35,0.1,0.1,1.39,0.1,0.1,F7 V,1.95,,,6472.0,51.0,51.0,,,
HD 86950 b,Confirmed,3.6,0.7,0.7,3.6,0.7,0.7,,,,1270.0,57.0,57.0,2.72,0.08,0.08,0.17,0.16,0.16,,,,,2016,2017-06-29,243.0,70.0,70.0,2454245.0,161.0,161.0,,,,,,,,,,,,,,,,,,,49.0,12.0,12.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 86950,150.408333346,-17.333055575,7.46,,,,,169.0,22.0,22.0,0.04,0.1,0.1,1.66,0.25,0.25,8.8,0.6,0.6,K1 III,,,,4805.0,100.0,100.0,,,
HD 87646 A b,Confirmed,12.4,0.7,0.7,12.4,0.7,0.7,,,,13.481,0.001,0.001,0.117,0.003,0.003,0.05,0.02,0.02,,,,,2016,2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,956.0,25.0,25.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 87646 A,151.66987043,17.8951036382,8.0,,,,,,,,-0.17,0.08,0.08,1.12,0.09,0.09,1.55,0.22,0.22,G1IV,,,,5770.0,80.0,80.0,,,
HD 87646 A c,Confirmed,57.0,3.7,3.7,57.0,3.7,3.7,,,,674.0,4.0,4.0,1.58,0.04,0.04,0.5,0.02,0.02,,,,,2016,2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,1370.0,54.0,54.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 87646 A,151.66987043,17.8951036382,8.0,,,,,,,,-0.17,0.08,0.08,1.12,0.09,0.09,1.55,0.22,0.22,G1IV,,,,5770.0,80.0,80.0,,,
HD 87838 b,Unconfirmed,0.03505,0.00777,0.00777,0.03505,0.00777,0.00777,,,,68.42,,,,,,,,,,,,,2016,2016-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,Radial Velocity,,,,HD 87838,151.891666678,-6.4363889,7.7,,,,,48.0,,,0.4,0.02,0.02,1.03,0.07,0.07,,,,GO,,,,6118.0,33.0,33.0,,,
HD 87883 b,Confirmed,81.9,71.9,173.9,12.1,10.0,9.3,,,,2754.0,87.0,87.0,3.6,0.08,0.08,0.53,0.12,0.12,8.5,3.7,3.7,0.198895,2009,2014-05-27,191.0,15.0,15.0,11139.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 87883,152.1791667,34.2422222,7.57,,,,,18.1,,,0.093,0.04,0.04,0.82,0.04,0.04,0.76,0.03,0.03,K0V,9.8,,,4980.0,44.0,44.0,,,
HD 88133 b,Confirmed,0.3,,,0.3,,,1.0,,,3.41566,0.00084,0.00084,0.047,,,0.0761,0.0508,0.0761,,,,0.000631,2004,2015-02-24,357.2,60.4,60.4,2453180.0,,,,,,,,,,,,,,,,,,,,,34.13,3.57,3.57,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 88133,152.5291667,18.1866667,8.01,,,,,74.5,,,0.34,0.04,0.04,1.2,0.2,0.2,1.93,,,G5 IV,9.56,,,5494.0,,,,,
HD 89307 b,Confirmed,2.0,0.4,0.4,2.0,0.4,0.4,,,,2199.0,61.0,61.0,3.34,0.17,0.17,0.25,0.09,0.09,,,,0.108091,2004,2012-05-25,14.0,33.0,33.0,2454549.0,190.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89307,154.5875,12.6208333,7.06,,,,,30.9,,,-0.14,0.04,0.04,1.028,0.04,0.04,1.05,0.04,0.04,G0V,6.76,,,5950.0,44.0,44.0,,,
HD 89345 b,Confirmed,0.103,,,,,,0.616,,,11.81433,,,0.1086,,,0.25,,,87.7,,,,2018,2018-03-15,353.0,,,2457911.58,,,,,,2457913.80487,,,,,,,,,0.55,,,,,,8.4,,,1059.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 89345,154.670833347,10.129166679,9.4,,,,,126.6,3.5,3.7,0.44,0.06,0.06,1.225,0.089,0.055,1.659,0.06,0.06,G5V,5.29,0.9,1.9,5609.0,69.0,64.0,,,
HD 89744 b,Confirmed,8.9,1.0,1.9,7.2,,,,,,256.0,0.7,0.7,0.88,,,0.7,0.02,0.02,54.0,12.0,12.0,0.022,2000,2013-07-04,195.0,3.0,3.0,,,,,,,,,,,,,,,,,,,964.0,2.0,2.0,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89744,155.5416667,41.2294444,5.74,,,,,40.0,,,0.18,,,1.4,0.09,0.09,2.14,0.1,0.1,F7 V,2.04,,,6196.0,43.0,43.0,,,
HD 89744 c,Confirmed,3.2,0.3,0.3,3.2,0.3,0.3,,,,85.2,0.1,0.1,0.44,0.005,0.005,0.0,0.05,0.05,,,,,2013,2013-07-04,360.0,86.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 89744,155.5416667,41.2294444,5.74,,,,,40.0,,,0.18,,,1.4,0.09,0.09,2.14,0.1,0.1,F7 V,2.04,,,6196.0,43.0,43.0,,,
HD 89839 b,Unconfirmed,3.9,0.4,0.4,,,,,,,6600.0,3570.0,3570.0,6.8,2.4,2.4,0.32,0.2,0.2,,,,0.385269,2010,2010-12-20,338.0,144.0,144.0,60067.0,4954.0,4954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Other,,,,,HD 89839,155.1708333,-53.6641667,,,,,,17.65,0.55,0.55,0.04,0.04,0.04,1.21,0.03,0.03,1.25,0.04,0.04,,1.2,0.9,0.9,6314.0,65.0,65.0,,,
HD 90156 b,Confirmed,0.057,0.0046,0.0046,0.057,0.0046,0.0046,,,,49.77,0.07,0.07,0.25,0.004,0.004,0.31,0.1,0.1,,,,0.006313,2009,2010-10-06,113.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 90156,155.9791667,-29.6455556,6.95,,,,,39.6,0.66,0.66,-0.24,0.01,0.01,0.84,,,,,,G5V,4.4,,,5599.0,12.0,12.0,,,
HD 9174 b,Confirmed,1.11,0.14,0.14,1.11,0.14,0.14,,,,1179.0,34.0,34.0,2.2,0.09,0.09,0.12,0.05,0.05,,,,,2016,2016-04-02,101.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,20.8,2.2,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 9174,22.504166667,-19.60444446,8.4,,,,,78.93,3.86,3.86,0.39,0.1,0.1,1.03,0.05,0.05,1.67,0.07,0.07,G8IV,9.0,3.0,3.0,5577.0,100.0,100.0,,,
HD 92788 b,Confirmed,27.74,13.73,inf,3.86,,,,,,325.81,0.26,0.26,0.97,,,0.334,0.011,0.011,8.0,8.0,8.0,0.029555,2000,2016-01-15,276.4,2.8,2.8,2450759.2,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 92788,160.7,-2.1836111,7.31,,,,,32.82,,,0.32,,,1.13,,,0.99,,,G5,3.78,,,5559.0,,,,,
HD 92788 c,Confirmed,0.9,0.3,0.3,0.9,0.3,0.3,,,,162.0,3.0,3.0,0.6,0.01,0.01,0.04,0.21,0.21,,,,,2013,2013-07-04,360.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 92788,160.7,-2.1836111,7.31,,,,,32.82,,,0.32,,,1.13,,,0.99,,,G5,3.78,,,5559.0,,,,,
HD 93083 b,Confirmed,0.37,,,0.37,,,,,,143.58,0.6,0.6,0.477,,,0.14,0.03,0.03,,,,0.016505,2005,2014-08-30,333.5,7.9,7.9,2453181.7,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 93083,161.0833333,-33.5769444,8.3,,,,,28.9,,,0.15,0.06,0.06,0.7,0.04,0.04,,,,K3 V,6.0,,,4995.0,50.0,50.0,,,
HD 93385 b,Confirmed,0.0263,0.00276,0.00276,0.0263,0.00276,0.00276,,,,13.186,0.0059,0.0059,0.1116,0.0018,0.0018,0.15,0.11,0.11,,,,0.002645,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 93385,161.5625,-41.4644444,7.49,,,,,42.2,1.2,1.2,,,,,,,,,,G2V,,,,,,,,,
HD 93385 c,Confirmed,0.0318,0.00399,0.00399,0.0318,0.00399,0.00399,,,,46.025,0.00725,0.00725,0.257,0.0043,0.0043,0.24,0.18,0.18,,,,0.00609,2011,2011-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 93385,161.5625,-41.4644444,7.49,,,,,42.2,1.2,1.2,,,,,,,,,,G2V,,,,,,,,,
HD 9446 b,Confirmed,0.7,0.06,0.06,0.7,0.06,0.06,,,,30.052,0.027,0.027,0.189,0.006,0.006,0.2,0.06,0.06,,,,0.003566,2010,2010-01-05,215.0,30.0,30.0,2454854.4,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 9446,23.3333333,29.2652778,8.35,,,,,53.0,3.0,3.0,0.09,0.05,0.05,1.0,0.1,0.1,1.0,,,G5V,,,,5793.0,22.0,22.0,,,
HD 9446 c,Confirmed,1.82,0.17,0.17,1.82,0.17,0.17,,,,192.9,0.9,0.9,0.654,0.022,0.022,0.06,0.06,0.06,,,,0.01234,2010,2010-01-05,100.0,130.0,130.0,2454510.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 9446,23.3333333,29.2652778,8.35,,,,,53.0,3.0,3.0,0.09,0.05,0.05,1.0,0.1,0.1,1.0,,,G5V,,,,5793.0,22.0,22.0,,,
HD 95089 b,Confirmed,1.2,0.1,0.1,1.2,0.1,0.1,,,,507.0,16.0,16.0,1.51,0.05,0.05,0.157,0.086,0.086,,,,0.010863,2010,2010-03-19,317.0,60.0,60.0,2454983.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 95089,164.7,1.7291667,7.92,,,,,139.0,16.0,16.0,0.05,0.03,0.03,1.58,0.11,0.11,4.9,0.1,0.1,K0 IV,2.5,0.9,0.9,5002.0,44.0,44.0,,,
